GEO_ID,NAME
16000US0156472,"Ohatchee town, Alabama"
16000US0157000,"Oneonta city, Alabama"
16000US0157024,"Onycha town, Alabama"
16000US0157048,"Opelika city, Alabama"
16000US0157120,"Opp city, Alabama"
16000US0157144,"Orange Beach city, Alabama"
16000US0157240,"Orrville town, Alabama"
16000US0157384,"Our Town CDP, Alabama"
16000US0157504,"Owens Cross Roads town, Alabama"
16000US0157576,"Oxford city, Alabama"
16000US0157648,"Ozark city, Alabama"
16000US0157696,"Paint Rock town, Alabama"
16000US0157912,"Panola CDP, Alabama"
16000US0158272,"Parrish town, Alabama"
16000US0158680,"Pea Ridge CDP, Alabama"
16000US0158848,"Pelham city, Alabama"
16000US0158896,"Pell City city, Alabama"
16000US0158968,"Pennington town, Alabama"
16000US0159016,"Penton CDP, Alabama"
16000US0159064,"Perdido CDP, Alabama"
16000US0159088,"Perdido Beach town, Alabama"
16000US0159232,"Peterman CDP, Alabama"
16000US0159328,"Petrey town, Alabama"
16000US0159472,"Phenix City city, Alabama"
16000US0159496,"Phil Campbell town, Alabama"
16000US0159592,"Pickensville town, Alabama"
16000US0159640,"Piedmont city, Alabama"
16000US0159760,"Pike Road town, Alabama"
16000US0159832,"Pinckard town, Alabama"
16000US0159880,"Pine Apple town, Alabama"
16000US0160240,"Pine Hill town, Alabama"
16000US0160264,"Pine Level CDP, Alabama"
16000US0160372,"Pine Ridge town, Alabama"
16000US0160648,"Pinson city, Alabama"
16000US0160720,"Pisgah town, Alabama"
16000US0161008,"Pleasant Grove city, Alabama"
16000US0161038,"Pleasant Groves town, Alabama"
16000US0161488,"Point Clear CDP, Alabama"
16000US0161536,"Pollard town, Alabama"
16000US0162075,"Powell town, Alabama"
16000US0162328,"Prattville city, Alabama"
16000US0162472,"Priceville town, Alabama"
16000US0162496,"Prichard city, Alabama"
16000US0162688,"Providence town, Alabama"
16000US0162952,"Putnam CDP, Alabama"
16000US0163216,"Ragland town, Alabama"
16000US0163288,"Rainbow City city, Alabama"
16000US0163336,"Rainsville city, Alabama"
16000US0163408,"Ranburne town, Alabama"
16000US0163495,"Ray CDP, Alabama"
16000US0163576,"Red Bay city, Alabama"
16000US0163730,"Redland CDP, Alabama"
16000US0163768,"Red Level town, Alabama"
16000US0163912,"Redstone Arsenal CDP, Alabama"
16000US0163984,"Reece City town, Alabama"
16000US0164040,"Reeltown CDP, Alabama"
16000US0164104,"Reform town, Alabama"
16000US0164152,"Rehobeth town, Alabama"
16000US0164248,"Remlap CDP, Alabama"
16000US0164368,"Repton town, Alabama"
16000US0164656,"Ridgeville town, Alabama"
16000US0164776,"River Falls town, Alabama"
16000US0164920,"Riverside city, Alabama"
16000US0165016,"Riverview town, Alabama"
16000US0165040,"Roanoke city, Alabama"
16000US0165208,"Robertsdale city, Alabama"
16000US0165412,"Rock Creek CDP, Alabama"
16000US0165472,"Rockford town, Alabama"
16000US0165592,"Rock Mills CDP, Alabama"
16000US0165784,"Rockville CDP, Alabama"
16000US0166216,"Rogersville town, Alabama"
16000US0166408,"Rosa town, Alabama"
16000US0167056,"Russellville city, Alabama"
16000US0167176,"Rutledge town, Alabama"
16000US0167536,"St. Florian town, Alabama"
16000US0167584,"St. Stephens CDP, Alabama"
16000US0167608,"Saks CDP, Alabama"
16000US0167800,"Samson city, Alabama"
16000US0167920,"Sand Rock town, Alabama"
16000US0168016,"Sanford town, Alabama"
16000US0168160,"Saraland city, Alabama"
16000US0168280,"Sardis City town, Alabama"
16000US0168352,"Satsuma city, Alabama"
16000US0168736,"Scottsboro city, Alabama"
16000US0169000,"Section town, Alabama"
16000US0169120,"Selma city, Alabama"
16000US0169180,"Selmont-West Selmont CDP, Alabama"
16000US0169240,"Semmes city, Alabama"
16000US0169648,"Sheffield city, Alabama"
16000US0169672,"Shelby CDP, Alabama"
16000US0169840,"Shiloh town, Alabama"
16000US0169978,"Shoal Creek CDP, Alabama"
16000US0170128,"Shorter town, Alabama"
16000US0170416,"Silas town, Alabama"
16000US0170536,"Silverhill town, Alabama"
16000US0170632,"Sims Chapel CDP, Alabama"
16000US0170704,"Sipsey town, Alabama"
16000US0170896,"Skyline town, Alabama"
16000US0171040,"Slocomb city, Alabama"
16000US0171190,"Smiths Station city, Alabama"
16000US0171201,"Smoke Rise CDP, Alabama"
16000US0171280,"Snead town, Alabama"
16000US0171496,"Somerville town, Alabama"
16000US0171832,"Southside city, Alabama"
16000US0171900,"South Vinemont town, Alabama"
16000US0171976,"Spanish Fort city, Alabama"
16000US0172408,"Spring Garden CDP, Alabama"
16000US0172600,"Springville city, Alabama"
16000US0172672,"Spruce Pine CDP, Alabama"
16000US0172720,"Standing Rock CDP, Alabama"
16000US0172816,"Stapleton CDP, Alabama"
16000US0172888,"Steele town, Alabama"
16000US0173056,"Sterrett CDP, Alabama"
16000US0173080,"Stevenson city, Alabama"
16000US0173152,"Stewartville CDP, Alabama"
16000US0173272,"Stockton CDP, Alabama"
16000US0173728,"Sulligent city, Alabama"
16000US0173848,"Sumiton city, Alabama"
16000US0173872,"Summerdale town, Alabama"
16000US0174160,"Susan Moore town, Alabama"
16000US0174304,"Sweet Water town, Alabama"
16000US0174352,"Sylacauga city, Alabama"
16000US0174400,"Sylvania town, Alabama"
16000US0174424,"Sylvan Springs town, Alabama"
16000US0174592,"Talladega city, Alabama"
16000US0174616,"Talladega Springs town, Alabama"
16000US0174688,"Tallassee city, Alabama"
16000US0174976,"Tarrant city, Alabama"
16000US0175096,"Taylor town, Alabama"
16000US0175768,"Theodore CDP, Alabama"
16000US0175936,"Thomaston town, Alabama"
16000US0175960,"Thomasville city, Alabama"
16000US0176080,"Thorsby town, Alabama"
16000US0176200,"Tibbie CDP, Alabama"
16000US0176208,"Tidmore Bend CDP, Alabama"
16000US0176320,"Tillmans Corner CDP, Alabama"
16000US0176584,"Town Creek town, Alabama"
16000US0176632,"Toxey town, Alabama"
16000US0176680,"Trafford town, Alabama"
16000US0176824,"Triana town, Alabama"
16000US0176872,"Trinity town, Alabama"
16000US0176920,"Troy city, Alabama"
16000US0176944,"Trussville city, Alabama"
16000US0177256,"Tuscaloosa city, Alabama"
16000US0177280,"Tuscumbia city, Alabama"
16000US0177304,"Tuskegee city, Alabama"
16000US0177352,"Twin town, Alabama"
16000US0177580,"Underwood-Petersville CDP, Alabama"
16000US0177616,"Union town, Alabama"
16000US0177784,"Union Grove town, Alabama"
16000US0177880,"Union Springs city, Alabama"
16000US0177904,"Uniontown town, Alabama"
16000US0178120,"Uriah CDP, Alabama"
16000US0178204,"Valley city, Alabama"
16000US0178232,"Valley Grande city, Alabama"
16000US0178240,"Valley Head town, Alabama"
16000US0178264,"Vance town, Alabama"
16000US0178312,"Vandiver CDP, Alabama"
16000US0178480,"Vernon city, Alabama"
16000US0178552,"Vestavia Hills city, Alabama"
16000US0178984,"Vina town, Alabama"
16000US0179008,"Vincent town, Alabama"
16000US0179032,"Vinegar Bend CDP, Alabama"
16000US0179272,"Vredenburgh town, Alabama"
16000US0179344,"Wadley town, Alabama"
16000US0179488,"Waldo town, Alabama"
16000US0179728,"Walnut Grove town, Alabama"
16000US0179944,"Warrior city, Alabama"
16000US0180064,"Waterloo town, Alabama"
16000US0180256,"Waverly town, Alabama"
16000US0180352,"Weaver city, Alabama"
16000US0180376,"Webb town, Alabama"
16000US0180496,"Wedowee town, Alabama"
16000US0180736,"Weogufka CDP, Alabama"
16000US0180928,"West Blocton town, Alabama"
16000US0181084,"West End-Cobb Town CDP, Alabama"
16000US0181336,"West Jefferson town, Alabama"
16000US0181504,"Westover town, Alabama"
16000US0181528,"West Point town, Alabama"
16000US0181720,"Wetumpka city, Alabama"
16000US0181744,"Whatley CDP, Alabama"
16000US0181912,"White Hall town, Alabama"
16000US0182104,"White Plains CDP, Alabama"
16000US0182176,"Whitesboro CDP, Alabama"
16000US0182848,"Wilsonville town, Alabama"
16000US0182872,"Wilton town, Alabama"
16000US0182992,"Winfield city, Alabama"
16000US0183400,"Woodland town, Alabama"
16000US0183640,"Woodstock town, Alabama"
16000US0183664,"Woodville town, Alabama"
16000US0183976,"Yellow Bluff town, Alabama"
16000US0184096,"York city, Alabama"
16000US0200065,"Adak city, Alaska"
16000US0200650,"Akhiok city, Alaska"
16000US0200760,"Akiachak CDP, Alaska"
16000US0200870,"Akiak city, Alaska"
16000US0201090,"Akutan city, Alaska"
16000US0201200,"Alakanuk city, Alaska"
16000US0201305,"Alatna CDP, Alaska"
16000US0201390,"Alcan Border CDP, Alaska"
16000US0201420,"Aleknagik city, Alaska"
16000US0201560,"Aleneva CDP, Alaska"
16000US0201860,"Allakaket city, Alaska"
16000US0201970,"Ambler city, Alaska"
16000US0202080,"Anaktuvuk Pass city, Alaska"
16000US0203000,"Anchorage municipality, Alaska"
16000US0203110,"Anchor Point CDP, Alaska"
16000US0203220,"Anderson city, Alaska"
16000US0203440,"Angoon city, Alaska"
16000US0203550,"Aniak city, Alaska"
16000US0203880,"Anvik city, Alaska"
16000US0203990,"Arctic Village CDP, Alaska"
16000US0204210,"Atka city, Alaska"
16000US0204430,"Atmautluak CDP, Alaska"
16000US0204500,"Atqasuk city, Alaska"
16000US0204670,"Attu Station CDP, Alaska"
16000US0205000,"Badger CDP, Alaska"
16000US0205585,"Bear Creek CDP, Alaska"
16000US0205750,"Beaver CDP, Alaska"
16000US0206245,"Beluga CDP, Alaska"
16000US0206520,"Bethel city, Alaska"
16000US0206630,"Bettles city, Alaska"
16000US0206850,"Big Delta CDP, Alaska"
16000US0207070,"Big Lake CDP, Alaska"
16000US0207620,"Birch Creek CDP, Alaska"
16000US0208740,"Brevig Mission city, Alaska"
16000US0209600,"Buckland city, Alaska"
16000US0209657,"Buffalo Soapstone CDP, Alaska"
16000US0209710,"Butte CDP, Alaska"
16000US0210150,"Cantwell CDP, Alaska"
16000US0211690,"Central CDP, Alaska"
16000US0211800,"Chalkyitsik CDP, Alaska"
16000US0212350,"Chase CDP, Alaska"
16000US0212680,"Chefornak city, Alaska"
16000US0212920,"Chena Ridge CDP, Alaska"
16000US0212970,"Chenega CDP, Alaska"
16000US0213230,"Chevak city, Alaska"
16000US0213340,"Chickaloon CDP, Alaska"
16000US0213450,"Chicken CDP, Alaska"
16000US0213550,"Chignik city, Alaska"
16000US0213670,"Chignik Lagoon CDP, Alaska"
16000US0213780,"Chignik Lake CDP, Alaska"
16000US0213860,"Chiniak CDP, Alaska"
16000US0213890,"Chisana CDP, Alaska"
16000US0214000,"Chistochina CDP, Alaska"
16000US0214110,"Chitina CDP, Alaska"
16000US0214330,"Chuathbaluk city, Alaska"
16000US0214880,"Circle CDP, Alaska"
16000US0215320,"Clam Gulch CDP, Alaska"
16000US0215430,"Clark's Point city, Alaska"
16000US0216360,"Coffman Cove city, Alaska"
16000US0216420,"Cohoe CDP, Alaska"
16000US0216530,"Cold Bay city, Alaska"
